"user_id","dt","inc_amt"
103821,2017-04-04,86.21
100910,2017-04-04,22.08
100349,2017-04-04,23.13
101354,2017-04-04,226.4
102112,2017-04-04,46.44
100591,2017-04-04,22.23
105050,2017-04-04,233.63
105051,2017-04-04,57.66
105052,2017-04-04,19.46
105054,2017-04-04,1300
105056,2017-04-04,63.48
105057,2017-04-04,24.3
102052,2017-04-04,12.66
101236,2017-04-04,34.84
102042,2017-04-04,70.66
105063,2017-04-04,225.44
105064,2017-04-04,30.24
103668,2017-04-04,0
103668,2017-04-04,0
103668,2017-04-04,0
103668,2017-04-04,0
103093,2017-04-04,14.34
100832,2017-04-04,220.11
102028,2017-04-04,73.62
101158,2017-04-04,18.89
105067,2017-04-04,51.16
105068,2017-04-04,29.57
100648,2017-04-04,18.61
104248,2017-04-04,37.32
100009,2017-04-04,23.17
105070,2017-04-04,38.61
101082,2017-04-04,101.47
105071,2017-04-04,29.62
105072,2017-04-04,13.88
103393,2017-04-04,28.28
105075,2017-04-04,36.15
105076,2017-04-04,21.8
100611,2017-04-04,19.16
104654,2017-04-04,42.96
102095,2017-04-04,50.32
105080,2017-04-04,29.7
105081,2017-04-04,43.45
103668,2017-04-04,0
105082,2017-04-04,20.69
103668,2017-04-04,0
105083,2017-04-04,94.4
103668,2017-04-04,0
100262,2017-04-04,125.19
100780,2017-04-04,21.3
105090,2017-04-04,19.78
105091,2017-04-04,84.78
103839,2017-04-04,79.55
103477,2017-04-04,39.26
105095,2017-04-04,57.44
102193,2017-04-04,33.81
101506,2017-04-04,32.71
104132,2017-04-04,21.23
105100,2017-04-04,246.5
103949,2017-04-04,38.44
101187,2017-04-04,39.55
102829,2017-04-04,41.04
100772,2017-04-04,37.93
101415,2017-04-04,19.93
102860,2017-04-04,123.79
105103,2017-04-04,24.59
105104,2017-04-04,61
105105,2017-04-04,29.82
105106,2017-04-04,12.1
105108,2017-04-04,11.77
105109,2017-04-04,285.19
105111,2017-04-04,23.98
101528,2017-04-04,24
105113,2017-04-04,155.73
105114,2017-04-04,81.77
105115,2017-04-04,14.46
100245,2017-04-04,123.33
105116,2017-04-04,1264
105117,2017-04-04,35.35
105118,2017-04-04,4616.67
105120,2017-04-04,50.54
104237,2017-04-04,23.48
103479,2017-04-04,65.3
101369,2017-04-04,99.8
105122,2017-04-04,59.29
101168,2017-04-04,48.78
105127,2017-04-04,44.63
102405,2017-04-04,48.59
105130,2017-04-04,44.39
105131,2017-04-04,59.64
104821,2017-04-04,61.26
105133,2017-04-04,40.35
103872,2017-04-04,187.07
105135,2017-04-04,31.59
101064,2017-04-04,149.78
105136,2017-04-04,12.95
105140,2017-04-04,15.98
102671,2017-04-04,145.99
104640,2017-04-04,44.38
100740,2017-04-05,167.54
105147,2017-04-05,53.68
103404,2017-04-05,17.03
105148,2017-04-05,48.89
103246,2017-04-05,16.77
105149,2017-04-05,41.28
105150,2017-04-05,93.94
105151,2017-04-05,274.44
104388,2017-04-05,130.69
105153,2017-04-05,14.49
100317,2017-04-05,44.06
102946,2017-04-05,92.3
105154,2017-04-05,880.14
104908,2017-04-05,32.18
102624,2017-04-05,95.5
105158,2017-04-05,184.29
105159,2017-04-05,5331.58
105160,2017-04-05,134.98
105162,2017-04-05,3975
104891,2017-04-05,46.39
102426,2017-04-05,21.61
105164,2017-04-05,1281.48
105165,2017-04-05,732.26
105166,2017-04-05,100.37
105167,2017-04-05,89.74
105168,2017-04-05,20.83
105169,2017-04-05,35.57
105170,2017-04-05,16.49
105171,2017-04-05,30.1
105172,2017-04-05,56.92
105174,2017-04-05,84.14
105175,2017-04-05,216.24
102012,2017-04-05,18.93
105179,2017-04-05,25
100575,2017-04-05,36.35
105180,2017-04-05,177.01
101036,2017-04-05,51.18
105182,2017-04-05,291.69
105183,2017-04-05,139.39
105184,2017-04-05,656.51
105154,2017-04-05,53.07
104899,2017-04-05,38.4
105187,2017-04-05,27.35
105188,2017-04-05,7518.06
105190,2017-04-05,135.74
105191,2017-04-05,54.74
105192,2017-04-05,38.4
105193,2017-04-05,26.71
101985,2017-04-05,41.13
105194,2017-04-05,600.67
105159,2017-04-05,17.41
105197,2017-04-05,73.54
101114,2017-04-05,24.27
105198,2017-04-05,187.03
105199,2017-04-05,271.63
105201,2017-04-05,102.95
105202,2017-04-05,32.07
105204,2017-04-05,5306.25
101634,2017-04-05,71.53
105206,2017-04-05,60.55
105207,2017-04-05,26.24
104124,2017-04-05,41.07
100223,2017-04-05,97.03
104476,2017-04-05,41.62
103176,2017-04-05,16.68
102868,2017-04-05,38.67
105209,2017-04-05,74.92
100252,2017-04-05,54.34
100427,2017-04-05,96.93
105211,2017-04-05,224.61
105033,2017-04-05,58.23
105212,2017-04-05,25.61
105213,2017-04-05,39.85
105214,2017-04-05,16.15
104856,2017-04-05,12.29
105215,2017-04-05,79.03
105216,2017-04-05,24.28
100683,2017-04-05,268.14
102339,2017-04-05,183.62
105217,2017-04-05,419.7
102216,2017-04-05,21.6
101423,2017-04-05,42.3
105219,2017-04-05,105.09
105220,2017-04-05,199.21
105221,2017-04-05,819.32
105222,2017-04-05,95.01
101214,2017-04-05,133.39
105223,2017-04-05,16.91
101623,2017-04-05,38.57
105224,2017-04-05,95.37
105226,2017-04-05,60.62
103669,2017-04-05,38.09
105231,2017-04-05,18.54
100941,2017-04-05,86.06
102781,2017-04-05,60.66
105233,2017-04-05,19.1
105234,2017-04-05,34.89
105235,2017-04-05,39.4
100124,2017-04-05,32.63
100797,2017-04-05,25.41
101112,2017-04-05,15.72
105239,2017-04-05,16.29
105240,2017-04-05,11.21
105242,2017-04-05,17.31
105244,2017-04-05,122.93
105246,2017-04-05,27.94
104646,2017-04-05,43.57
105247,2017-04-05,44.06
105248,2017-04-05,27.15
105250,2017-04-05,35.49
101204,2017-04-05,25.53
105251,2017-04-05,12.03
103420,2017-04-05,57.89
100305,2017-04-05,14.91
105257,2017-04-05,42.26
105260,2017-04-05,17.09
105261,2017-04-05,111.86
105262,2017-04-05,87.61
105263,2017-04-05,32.47
104316,2017-04-05,13.83
105266,2017-04-05,35.72
102448,2017-04-05,35.04
105270,2017-04-05,165.57
105272,2017-04-05,108.22
103694,2017-04-05,30.73
101893,2017-04-05,204.31
102538,2017-04-05,44.75
105279,2017-04-05,83.68
102995,2017-04-05,19.44
105280,2017-04-05,44.18
105281,2017-04-05,16.89
105283,2017-04-05,14.95
100370,2017-04-05,266.33
105285,2017-04-05,125.55
105288,2017-04-05,42.82
101724,2017-04-05,92
100497,2017-04-05,23.49
101859,2017-04-05,52.85
100740,2017-04-05,19.57
105290,2017-04-05,24.56
105291,2017-04-05,64.37
100740,2017-04-05,19.27
101315,2017-04-05,45.16
105292,2017-04-05,155.94
105293,2017-04-06,6040
105294,2017-04-06,116.21
105297,2017-04-06,18.85
105299,2017-04-06,16.66
103380,2017-04-06,52.62
105304,2017-04-06,22.51
102635,2017-04-06,21.06
103652,2017-04-06,126.01
101559,2017-04-06,36.82
103682,2017-04-06,24.66
101602,2017-04-06,155.29
105308,2017-04-06,28.85
105309,2017-04-06,24.04
101303,2017-04-06,66.07
103093,2017-04-06,40.33
101600,2017-04-06,87.5
104552,2017-04-06,3372.73
105315,2017-04-06,32.1
105318,2017-04-06,36.62
100672,2017-04-06,25.55
105319,2017-04-06,93.33
105320,2017-04-06,57.81
105321,2017-04-06,86.06
105322,2017-04-06,69.73
100594,2017-04-06,31.42
105323,2017-04-06,20.83
105327,2017-04-06,22.58
105328,2017-04-06,48.32
104157,2017-04-06,32.89
105329,2017-04-06,30.89
105330,2017-04-06,160.52
105331,2017-04-06,32.07
101535,2017-04-06,230.66
102289,2017-04-06,19.66
104344,2017-04-06,35
105334,2017-04-06,13.49
100349,2017-04-06,45.75
101805,2017-04-06,18.11
101014,2017-04-06,46.38
102896,2017-04-06,33.25
102587,2017-04-06,296.95
105336,2017-04-06,44.91
102001,2017-04-06,445.97
105338,2017-04-06,182.85
101530,2017-04-06,38.24
101122,2017-04-06,199.59
101268,2017-04-06,13.48
105341,2017-04-06,50.8
105342,2017-04-06,67.32
105345,2017-04-06,19.34
103001,2017-04-06,48.42
105347,2017-04-06,51.63
102487,2017-04-06,46.38
105349,2017-04-06,355.68
100119,2017-04-06,232.35
105157,2017-04-06,18.21
101414,2017-04-06,53.66
102536,2017-04-06,50.26
103407,2017-04-06,61.09
102617,2017-04-06,28.05
103540,2017-04-06,56.85
105352,2017-04-06,73.77
103042,2017-04-06,11.21
105354,2017-04-06,353.63
101997,2017-04-06,33.86
105357,2017-04-06,24.3
105358,2017-04-06,27.03
105359,2017-04-06,15.69
101660,2017-04-06,17.57
105360,2017-04-06,94.95
105365,2017-04-06,272.71
102543,2017-04-06,77.56
103192,2017-04-06,27.83
105368,2017-04-06,55.94
105371,2017-04-06,162.83
103509,2017-04-06,3045.22
105372,2017-04-06,14.77
105373,2017-04-06,210.68
105374,2017-04-06,66.27
105376,2017-04-06,22.14
105377,2017-04-06,185.8
105378,2017-04-06,233.82
105381,2017-04-06,36.18
101329,2017-04-06,384.13
100140,2017-04-06,45.89
105387,2017-04-06,49.58
105390,2017-04-06,18.6
105392,2017-04-06,67.82
105393,2017-04-06,58.69
105396,2017-04-06,37.46
101256,2017-04-06,23.36
103020,2017-04-06,179.63
105022,2017-04-06,59.94
102981,2017-04-06,252.97
105398,2017-04-06,19.8
105400,2017-04-06,18.05
105401,2017-04-06,13.61
105401,2017-04-06,13.13
105402,2017-04-06,33.02
101459,2017-04-07,18.37
103049,2017-04-07,29.16
103491,2017-04-07,62.75
105404,2017-04-07,14.1
105405,2017-04-07,14.49
105406,2017-04-07,49.74
102484,2017-04-07,50.97
105407,2017-04-07,14.46
105408,2017-04-07,263.49
105410,2017-04-07,26.9
102465,2017-04-07,47.84
105412,2017-04-07,12.03
101038,2017-04-07,16.64
102033,2017-04-07,87.75
102450,2017-04-07,39.06
102262,2017-04-07,99.24
104018,2017-04-07,15.88
105413,2017-04-07,12.82
102485,2017-04-07,18.85
102473,2017-04-07,42.67
105414,2017-04-07,42.22
102607,2017-04-07,37.53
100615,2017-04-07,89.5
103090,2017-04-07,15.73
105416,2017-04-07,90.42
102214,2017-04-07,21.11
105417,2017-04-07,36.76
100477,2017-04-07,29.72
105418,2017-04-07,31.74
100486,2017-04-07,54.23
102629,2017-04-07,62.87
101603,2017-04-07,40.8
105421,2017-04-07,46.06
105422,2017-04-07,17.14
102968,2017-04-07,62.92
105423,2017-04-07,26.02
104684,2017-04-07,46.31
105425,2017-04-07,300.23
105426,2017-04-07,37.96
101963,2017-04-07,18.15
105427,2017-04-07,48.57
104220,2017-04-07,83.69
103109,2017-04-07,10.65
100668,2017-04-07,16.43
100102,2017-04-07,28.69
105431,2017-04-07,71.84
105432,2017-04-07,47.52
105431,2017-04-07,16.25
102237,2017-04-07,27.18
105434,2017-04-07,73.28
105436,2017-04-07,31.05
105438,2017-04-07,41.33
101278,2017-04-07,62.61
104032,2017-04-07,12.89
100237,2017-04-07,29.62
100241,2017-04-07,22.77
102968,2017-04-07,25.71
101049,2017-04-07,167.73
102968,2017-04-07,67.91
105440,2017-04-07,17.21
100275,2017-04-07,54.36
105019,2017-04-07,17.92
105441,2017-04-07,38.18
104202,2017-04-07,17.61
105284,2017-04-07,167.31
100702,2017-04-07,53.87
101246,2017-04-07,617.07
105445,2017-04-07,67.37
105446,2017-04-07,35.08
102475,2017-04-07,22.09
101577,2017-04-07,576.26
105449,2017-04-07,41.8
105451,2017-04-07,14.37
105452,2017-04-07,13.88
104248,2017-04-07,34.39
101114,2017-04-07,80.99
101114,2017-04-07,113.52
105454,2017-04-07,20.71
101114,2017-04-07,18.33
105455,2017-04-07,25.03
100642,2017-04-07,79.27
103149,2017-04-07,176.8
103004,2017-04-07,125.67
103637,2017-04-07,21.72
105458,2017-04-07,36.44
103216,2017-04-07,34.77
100492,2017-04-07,65.94
101255,2017-04-07,21.9
103887,2017-04-07,38.77
101242,2017-04-07,15.43
102892,2017-04-07,65.14
101413,2017-04-07,150.28
105461,2017-04-07,38.52
101074,2017-04-07,118.69
101890,2017-04-07,342.47
102877,2017-04-07,19.49
102811,2017-04-07,49.8
105465,2017-04-07,20.32
105466,2017-04-07,20.75
105468,2017-04-07,166.54
101066,2017-04-07,57.68
105284,2017-04-07,40.28
105470,2017-04-07,16.93
105472,2017-04-07,17.08
105473,2017-04-07,96.21
105474,2017-04-07,22.11
105475,2017-04-07,103.85
101264,2017-04-07,30.01
103498,2017-04-07,44.88
101941,2017-04-07,14.75
101072,2017-04-07,93.25
105476,2017-04-07,42.47
105477,2017-04-07,99.22
104841,2017-04-07,39.3
105476,2017-04-07,180.61
105478,2017-04-07,62.4
103424,2017-04-07,21.24
103424,2017-04-07,37.93
105479,2017-04-07,107.44
101435,2017-04-07,21.1
103919,2017-04-07,35.83
105480,2017-04-07,50.58
105481,2017-04-07,38.4
101096,2017-04-07,205.28
105485,2017-04-07,20.49
105486,2017-04-07,36.92
102601,2017-04-07,28.59
102476,2017-04-07,19.31
101169,2017-04-07,16.43
105487,2017-04-07,30.63
101411,2017-04-07,15.1
102902,2017-04-07,40.31
100460,2017-04-07,21.9
103739,2017-04-07,71.75
100429,2017-04-07,18.01
105489,2017-04-07,19.56
105490,2017-04-07,18.37
105491,2017-04-07,91.21
100337,2017-04-07,16.44
105493,2017-04-07,16.6
102897,2017-04-07,216.38
105495,2017-04-07,11.99
105496,2017-04-07,32.43
105497,2017-04-07,94.78
105499,2017-04-07,40.49
105500,2017-04-07,16.91
105502,2017-04-07,17.51
105503,2017-04-07,230.85
105504,2017-04-07,19.96
101415,2017-04-07,14.37
101114,2017-04-07,61.72
104470,2017-04-07,30.41
100419,2017-04-07,14.87
101656,2017-04-07,60.53
105507,2017-04-07,25.5
105508,2017-04-07,28.23
105509,2017-04-07,12.12
105510,2017-04-07,12.51
105511,2017-04-07,100.24
100149,2017-04-07,37.48
105514,2017-04-07,1206.58
105515,2017-04-07,464.34
102860,2017-04-07,14.15
105516,2017-04-07,247.97
105517,2017-04-07,32.56
100751,2017-04-07,10.59
105521,2017-04-07,29.42
102077,2017-04-07,226.34
102879,2017-04-07,22.2
100214,2017-04-07,12.47
105522,2017-04-07,70.63
100989,2017-04-07,67.58
101650,2017-04-07,57.54
105527,2017-04-07,70.67
105528,2017-04-07,17.12
100900,2017-04-07,84.79
102596,2017-04-07,18.28
103759,2017-04-07,23.8
100992,2017-04-07,51.57
100452,2017-04-07,20.24
105532,2017-04-07,74.54
102631,2017-04-07,23.43
102453,2017-04-07,29.95
105192,2017-04-07,229.25
105535,2017-04-07,143.42
102499,2017-04-07,30.54
105536,2017-04-07,50.21
102372,2017-04-07,61.87
101171,2017-04-07,38.19
100287,2017-04-07,108.63
104187,2017-04-07,338.33
105538,2017-04-07,19.69
101790,2017-04-07,408.47
104505,2017-04-07,24.14
100490,2017-04-07,12.28
105539,2017-04-07,79.24
103170,2017-04-07,82.4
103336,2017-04-07,189.82
100140,2017-04-07,19.65
102294,2017-04-07,11.19
103425,2017-04-07,30.74
105544,2017-04-08,131.32
105545,2017-04-08,28.24
102282,2017-04-08,14.44
103503,2017-04-08,89.48
102327,2017-04-08,20.85
102849,2017-04-08,40.71
103998,2017-04-08,51.29
104222,2017-04-08,32.38
102805,2017-04-08,34.65
105547,2017-04-08,126.44
105550,2017-04-08,107.51
105551,2017-04-08,43.19
102700,2017-04-08,43.38
102678,2017-04-08,37.45
102806,2017-04-08,294.51
102327,2017-04-08,71.06
105553,2017-04-08,53.95
105098,2017-04-08,42.51
100588,2017-04-08,19.56
103246,2017-04-08,14.94
103282,2017-04-08,39.91
105555,2017-04-08,90.55
102984,2017-04-08,40.81
100189,2017-04-08,30.11
105556,2017-04-08,16.51
105557,2017-04-08,58.8
105559,2017-04-08,19.78
105560,2017-04-08,22.44
101094,2017-04-08,35.72
102586,2017-04-08,35.37
105564,2017-04-08,30.46
100361,2017-04-08,17.16
105567,2017-04-08,26.43
105568,2017-04-08,229.46
100602,2017-04-08,103.93
101418,2017-04-08,111.75
100378,2017-04-08,33.54
100199,2017-04-08,21.11
101088,2017-04-08,53.07
104581,2017-04-08,22.03
102189,2017-04-08,676.86
102844,2017-04-08,12.85
103887,2017-04-08,24.7
105571,2017-04-08,20.97
100525,2017-04-08,80.84
105573,2017-04-08,24.95
100600,2017-04-08,38.71
104513,2017-04-08,135.5
101662,2017-04-08,20.07
105574,2017-04-08,101.28
100787,2017-04-08,153.83
103424,2017-04-08,310.45
105088,2017-04-08,73.21
105477,2017-04-08,40.34
105578,2017-04-08,24.29
104632,2017-04-08,110.66
105477,2017-04-08,291.19
105581,2017-04-08,20.62
103086,2017-04-08,111.06
103767,2017-04-08,235.8
100003,2017-04-08,24.91
105048,2017-04-08,19.56
101806,2017-04-08,149.1
100833,2017-04-08,919.55
100652,2017-04-08,113.49
105048,2017-04-08,28.82
105324,2017-04-08,19.98
101031,2017-04-08,88.59
100289,2017-04-08,16.04
105585,2017-04-08,272.83
101580,2017-04-08,25.48
100146,2017-04-08,41.92
105587,2017-04-08,39.27
105588,2017-04-08,247.34
103406,2017-04-08,142.88
102738,2017-04-08,100.85
105592,2017-04-08,79.51
105593,2017-04-08,53.79
104574,2017-04-08,79.71
102711,2017-04-08,47.46
102168,2017-04-08,18.79
101087,2017-04-08,64.61
105598,2017-04-08,22.42
104935,2017-04-08,1407.92
105600,2017-04-08,156.69
105601,2017-04-08,58.46
102099,2017-04-08,16.77
103204,2017-04-08,13.45
104091,2017-04-08,420.88
104205,2017-04-08,166.46
105602,2017-04-08,14.96
105533,2017-04-08,51.84
105605,2017-04-08,23.37
105606,2017-04-08,163.73
104245,2017-04-08,37.57
101288,2017-04-08,17.9
105609,2017-04-08,23.93
103787,2017-04-08,23.36
105611,2017-04-08,40.1
101387,2017-04-08,24.58
104617,2017-04-08,1073.61
105612,2017-04-08,32.99
103002,2017-04-08,31.45
101336,2017-04-08,23.43
105070,2017-04-08,19.06
100745,2017-04-08,13.64
100140,2017-04-08,11.01
100140,2017-04-08,259.26
105618,2017-04-08,21.4
105621,2017-04-08,79.8
101441,2017-04-09,176.71
103119,2017-04-09,23.51
100596,2017-04-09,13.7
105622,2017-04-09,47.81
105623,2017-04-09,42.35
103788,2017-04-09,68.64
105625,2017-04-09,43.95
105626,2017-04-09,46.1
101791,2017-04-09,107.4
105627,2017-04-09,230.96
101940,2017-04-09,19.21
105630,2017-04-09,1116.13
105631,2017-04-09,103.46
103294,2017-04-09,80.78
102887,2017-04-09,15.8
105632,2017-04-09,34.15
104027,2017-04-09,146.49
105634,2017-04-09,33.94
105635,2017-04-09,60.3
100915,2017-04-09,190
103482,2017-04-09,157.02
101751,2017-04-09,39.5
103668,2017-04-09,0
103585,2017-04-09,140.12
100059,2017-04-09,29.73
103810,2017-04-09,42.42
105640,2017-04-09,47.86
105641,2017-04-09,49.11
103247,2017-04-09,51.82
105642,2017-04-09,114.72
101462,2017-04-09,67.37
105644,2017-04-09,27.42
101242,2017-04-09,74.64
102503,2017-04-09,18.08
103053,2017-04-09,401.18
105646,2017-04-09,20.7
103004,2017-04-09,57.71
105499,2017-04-09,37.39
105648,2017-04-09,20.05
105448,2017-04-09,42.52
103769,2017-04-09,86.19
105650,2017-04-09,154.9
105652,2017-04-09,96800
104008,2017-04-09,71.99
105653,2017-04-09,87.9
102483,2017-04-09,27.02
105656,2017-04-09,215.1
100356,2017-04-09,23.51
105661,2017-04-09,47.09
103430,2017-04-09,23.15
103401,2017-04-09,78.1
100898,2017-04-09,21.64
102130,2017-04-09,342.84
105668,2017-04-09,34.29
105672,2017-04-09,50.24
100922,2017-04-09,581.45
105673,2017-04-09,109.5
103440,2017-04-09,68.72
102224,2017-04-09,120.12
105676,2017-04-09,314.66
105294,2017-04-09,117.2
101367,2017-04-09,700
100399,2017-04-09,18.61
105678,2017-04-09,28.32
105679,2017-04-09,35.54
105681,2017-04-09,23.8
105683,2017-04-09,57.73
105684,2017-04-09,366.76
101671,2017-04-09,48.05
105686,2017-04-09,339.8
105687,2017-04-09,24.68
105688,2017-04-09,116.02
105690,2017-04-09,161.64
105691,2017-04-09,35.27
102571,2017-04-09,137.67
101957,2017-04-09,142.84
100821,2017-04-09,30.88
101589,2017-04-09,32.41
103083,2017-04-09,17.09
101869,2017-04-09,83.45
105693,2017-04-09,1789.38
100873,2017-04-09,16.32
105696,2017-04-09,107.57
101077,2017-04-09,24.68
105699,2017-04-09,176.67
105701,2017-04-09,137.17
105702,2017-04-09,240.9
102801,2017-04-09,16.72
102804,2017-04-09,31.09
101255,2017-04-09,89.26
105162,2017-04-09,41.94
105705,2017-04-09,32.05
105371,2017-04-09,29.99
100768,2017-04-09,65.52
103324,2017-04-09,40.41
104732,2017-04-09,38.74
105708,2017-04-09,27.8
103299,2017-04-09,77.72
105710,2017-04-09,25.25
105711,2017-04-09,126.09
102050,2017-04-09,18.39
105712,2017-04-09,40.53
101490,2017-04-09,505.32
105010,2017-04-09,45.01
101325,2017-04-09,29.19
105715,2017-04-09,377.5
103156,2017-04-09,49.06
105718,2017-04-09,221.04
102465,2017-04-09,11.92
104189,2017-04-09,713.39
100394,2017-04-09,19.29
105722,2017-04-10,37.48
105723,2017-04-10,51.67
105725,2017-04-10,19.3
105727,2017-04-10,43.91
103517,2017-04-10,61.05
102048,2017-04-10,390.17
100298,2017-04-10,1017.92
100658,2017-04-10,78.53
102844,2017-04-10,38.2
105730,2017-04-10,22.22
100727,2017-04-10,16.53
101026,2017-04-10,18.68
103311,2017-04-10,238.82
105735,2017-04-10,30.1
100943,2017-04-10,17.71
105736,2017-04-10,25.94
101630,2017-04-10,29.55
105047,2017-04-10,518.02
105130,2017-04-10,13.24
105738,2017-04-10,37.31
100972,2017-04-10,48.83
100046,2017-04-10,37.21
100063,2017-04-10,95.6
105742,2017-04-10,41.23
105747,2017-04-10,417.71
103374,2017-04-10,45.77
105748,2017-04-10,50.09
102109,2017-04-10,86.69
101939,2017-04-10,37.43
101203,2017-04-10,255.59
101235,2017-04-10,56.79
101035,2017-04-10,17.86
104849,2017-04-10,72
105749,2017-04-10,915.38
103794,2017-04-10,44.64
101036,2017-04-10,32.16
105532,2017-04-10,19.89
105755,2017-04-10,30.55
100370,2017-04-10,45.21
105757,2017-04-10,85.63
105759,2017-04-10,23.69
105765,2017-04-10,25.58
100964,2017-04-10,16.83
105766,2017-04-10,19.43
105769,2017-04-10,13.86
102555,2017-04-10,14.1
105773,2017-04-10,10.16
105774,2017-04-10,14.23
104388,2017-04-10,116.29
102443,2017-04-10,23.91
105775,2017-04-10,81.85
105777,2017-04-10,33.43
105778,2017-04-10,22.26
101593,2017-04-10,31.37
100811,2017-04-10,66.81
103159,2017-04-10,86.78
100113,2017-04-10,42.06
101868,2017-04-10,136.88
102713,2017-04-10,125.59
105780,2017-04-10,373.52
105516,2017-04-10,536.93
105782,2017-04-10,51.33
100440,2017-04-10,27.88
102151,2017-04-10,62.72
101665,2017-04-10,162.4
105783,2017-04-10,174.95
105785,2017-04-10,105.66
102669,2017-04-10,24.31
100322,2017-04-10,16.28
105789,2017-04-10,104.6
100278,2017-04-10,50.14
105502,2017-04-10,25.86
103293,2017-04-10,61.68
105791,2017-04-10,37.55
105793,2017-04-10,25.35
102660,2017-04-10,49.76
102848,2017-04-10,1029.17
105795,2017-04-10,263.59
105796,2017-04-10,42.06
100985,2017-04-10,11.97
102540,2017-04-10,56.26
104938,2017-04-10,32.4
105800,2017-04-10,12.08
103462,2017-04-10,1093.89
105801,2017-04-10,2940.96
101950,2017-04-10,45.5
103490,2017-04-10,24.61
101917,2017-04-10,25.04
104078,2017-04-10,30.28
100891,2017-04-10,34.32
102412,2017-04-10,68.81
105803,2017-04-10,20.9
101687,2017-04-10,92.95
102554,2017-04-10,44.09
100892,2017-04-10,542.24
102817,2017-04-10,38.88
103387,2017-04-10,48.14
101628,2017-04-10,148.7
104254,2017-04-10,37.5
105806,2017-04-10,167.84
100974,2017-04-10,58.4
100654,2017-04-10,177.14
103899,2017-04-10,25.74
103370,2017-04-10,114.29
105809,2017-04-10,121.77
102237,2017-04-10,18.08
104032,2017-04-10,14.69
105810,2017-04-10,82.54
105812,2017-04-10,132.41
105813,2017-04-10,34.8
100140,2017-04-10,52.51
100140,2017-04-10,20.09
103787,2017-04-11,34.96
105814,2017-04-11,63.47
105815,2017-04-11,538.72
105816,2017-04-11,207.99
101728,2017-04-11,36.48
105817,2017-04-11,1882.53
104219,2017-04-11,21.28
105819,2017-04-11,55.21
100130,2017-04-11,208.65
105822,2017-04-11,25.6
100612,2017-04-11,626.21
100641,2017-04-11,135.49
102350,2017-04-11,79.47
105824,2017-04-11,342.32
103404,2017-04-11,76.23
105825,2017-04-11,36.04
105167,2017-04-11,30.54
105826,2017-04-11,11.94
105828,2017-04-11,100.36
105829,2017-04-11,50.91
105830,2017-04-11,34.54
105098,2017-04-11,43.44
103220,2017-04-11,87.26
105836,2017-04-11,40.83
105837,2017-04-11,25.86
105838,2017-04-11,42
105839,2017-04-11,149.41
102132,2017-04-11,57.58
103826,2017-04-11,18.1
100685,2017-04-11,221.45
104672,2017-04-11,260.73
105843,2017-04-11,20407.14
105845,2017-04-11,21.13
105843,2017-04-11,113.89
105848,2017-04-11,165.06
103674,2017-04-11,859.66
105849,2017-04-11,44.92
105851,2017-04-11,112.72
105854,2017-04-11,26.8
105857,2017-04-11,22.79
105858,2017-04-11,18.02
105861,2017-04-11,10.49
105862,2017-04-11,24.37
105863,2017-04-11,14.78
105864,2017-04-11,18.35
101872,2017-04-11,218.72
105867,2017-04-11,18.55
103229,2017-04-11,18.92
105868,2017-04-11,12.09
105869,2017-04-11,72.73
105871,2017-04-11,30.15
105873,2017-04-11,10.63
105875,2017-04-11,18.9
105876,2017-04-11,40.42
105877,2017-04-11,46.56
105878,2017-04-11,21.6
105880,2017-04-11,1070
105410,2017-04-11,14.12
105884,2017-04-11,103.16
105887,2017-04-11,505.81
105889,2017-04-11,197.39
101035,2017-04-11,36.67
105890,2017-04-11,27.04
105892,2017-04-11,17.16
105893,2017-04-11,15.36
105894,2017-04-11,15.72
105895,2017-04-11,33.52
105899,2017-04-11,11.59
105900,2017-04-11,39.22
103959,2017-04-11,130.76
100907,2017-04-11,92.89
105902,2017-04-11,19.41
105903,2017-04-11,24.08
103904,2017-04-11,147.91
105904,2017-04-11,46.2
102826,2017-04-11,679.22
102345,2017-04-11,117.6
101406,2017-04-11,129.55
100620,2017-04-11,61.51
105906,2017-04-11,128.73
105907,2017-04-11,31.19
100560,2017-04-11,12.62
100140,2017-04-11,130.72
105909,2017-04-11,36.2
102514,2017-04-11,14.42
100786,2017-04-11,46.73
101992,2017-04-11,36.62
101338,2017-04-11,15.95
105911,2017-04-11,496.53
100714,2017-04-11,28.55
101884,2017-04-11,207.71
105914,2017-04-11,295.93
102264,2017-04-11,95.92
105917,2017-04-11,29.37
105919,2017-04-11,38.25
105916,2017-04-11,38.19
105013,2017-04-11,39.41
105924,2017-04-11,19.14
105925,2017-04-11,594.29
103513,2017-04-11,38.81
105930,2017-04-12,17.99
102604,2017-04-12,99.25
104155,2017-04-12,39.54
105932,2017-04-12,81.79
102619,2017-04-12,61.24
105260,2017-04-12,220.56
105935,2017-04-12,22.41
105936,2017-04-12,68.47
103218,2017-04-12,1066.67
100462,2017-04-12,46.53
104736,2017-04-12,72.55
103584,2017-04-12,15.24
103393,2017-04-12,36.57
104663,2017-04-12,638.86
105939,2017-04-12,13.36
103581,2017-04-12,60.55
101916,2017-04-12,220.89
104530,2017-04-12,24.63
103810,2017-04-12,97.33
101056,2017-04-12,34.94
102156,2017-04-12,151.37
105945,2017-04-12,37.69
105946,2017-04-12,89.29
105947,2017-04-12,167.59
105948,2017-04-12,459.85
